title,link,authors,publication,article_year
Des difficultés d'évaluer le rôle de la politique de cohésion dans la convergence des régions européennes.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:8k81kl-MbHgC,S Bourdin,"Des difficultés d'évaluer le rôle de la politique de cohésion dans la …, 2010",2010
Evaluation de l'intégration économique et territoriale des pays d'Europe Centrale et orientale dans l'Union européenne,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:Tyk-4Ss8FVUC,S Bourdin,"Evaluation de l'intégration économique et territoriale des pays d'Europe …, 2010",2010
Une approche multiscalaire de la convergence dans l'Union européenne,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:Se3iqnhoufwC,S Bourdin,"Une approche multiscalaire de la convergence dans l'Union européenne, 2010",2010
Le concept de co-prospérité pour comprendre les disparités économiques dans l'Union européenne,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:WF5omc3nYNoC,S Bourdin,"Le concept de co-prospérité pour comprendre les disparités économiques dans …, 2010",2010
Penser le changement dans les territoires post-socialistes: approche conceptuelle et méthodologique,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:UebtZRa9Y70C,S Bourdin,"Penser le changement dans les territoires post-socialistes: approche …, 2010",2010
"Le changement spatial dans l'industrie automobile en Europe centrale et orientale: entre effets d'héritage, cycles de vie et transition [Spatial change in the automotive …",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:IjCSPb-OGe4C,"S Bourdin, A Le Thiec, B Elissalde","MPRA Paper, 2009",2009
Réformes agraires et révolution verte dans l'agriculture du Bharat: Quelles évolutions du ruralisme en Inde?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:Tiz5es2fbqcC,S Bourdin,"Publications Oboulo. com, 2006",2006
La politique de cohésion en Europe centrale et orientale: une typologie régionale de la redistribution européenne et de la croissance économique,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:CHSYGLWDkRkC,S Bourdin,"Journal of Regional Science 41, 97, 1981",1981
La réforme fiscale du 10 avril 1954: la taxe sur la valeur ajoutée & la taxe sur les prestations de service,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:ns9cj8rnVeAC,S Bourdin,,1955
"Generational effect and territorial distributive justice, the two main drivers for willingness to pay for renewable energies",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:uJ-U7cs_P_0C,"M FAULQUES, J BONNET, S BOURDIN, M JUGE, J PIGEON, ...",,
Inter-firm cooperation and local industrial ecology processes: Evidence from three French case studies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&cstart=100&pagesize=100&citation_for_view=KFLFnasAAAAJ:NJ774b8OgUMC,"A Torre, M Jambou, S Dermine-Brullot, S Bourdin",,
ANALYSE MULTICRITÈRE DES DISPARITÉS RÉGIONALES EN ROUMANIE,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&cstart=100&pagesize=100&citation_for_view=KFLFnasAAAAJ:UHK10RUVsp4C,"A LAZĂR, M EVA, S BOURDIN, C IAȚU",,
Perspectives on the future of the EU Cohesion Policy,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&cstart=100&pagesize=100&citation_for_view=KFLFnasAAAAJ:dQ2og3OwTAUC,S Bourdin,,
CONCEVOIR AUTREMENT LA POLITIQUE DE COHESION DE L’UNION,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&cstart=100&pagesize=100&citation_for_view=KFLFnasAAAAJ:eq2jaN3J8jMC,S Bourdin,"Studies 47 (9), 1573-1593, 0",
LES COLLECTIVITES LOCALES COMME ACTEURS INTERMEDIAIRES DE LA TERRITORIALISATION DE LA TRANSITION ENERGETIQUE: L’EXEMPLE DE LA METHANISATION,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&cstart=100&pagesize=100&citation_for_view=KFLFnasAAAAJ:SdhP9T11ey4C,"S Bourdin, F Nadou, F Raulin",,
CIRCULAR ECONOMY,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&cstart=100&pagesize=100&citation_for_view=KFLFnasAAAAJ:q3oQSFYPqjQC,"A Niang, S Bourdin, A Torre",,
Résumé: Les projets d’énergies renouvelables sont loin de faire l’unanimité au niveau local alors qu’ils sont en général soutenus dans l’opinion publique comme moyens de lutter …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&cstart=100&pagesize=100&citation_for_view=KFLFnasAAAAJ:geHnlv5EZngC,"S BOURDIN, EM Enseignant-Chercheur",,
"The necessity of taking into account the geographical space for the future of the European cohesion policy, a new line of thinking",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&cstart=100&pagesize=100&citation_for_view=KFLFnasAAAAJ:08ZZubdj9fEC,S Bourdin,,
A forward-looking approach of the configuration of the regional disparities within the European Union: modelling and simulation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&cstart=100&pagesize=100&citation_for_view=KFLFnasAAAAJ:tOudhMTPpwUC,"S Bourdin, B Elissalde, P Langlois, D Goya",,
7-Dangers du big bang territorial et réformes hâtives,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&cstart=100&pagesize=100&citation_for_view=KFLFnasAAAAJ:XiSMed-E-HIC,"A TORRE, S BOURDIN",,
FEATURED POSTS,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&cstart=100&pagesize=100&citation_for_view=KFLFnasAAAAJ:u9iWguZQMMsC,S Bourdin,,
"Tous cartographes: l'exemple de l'"" épidémie cartographique"" suscitée par la flambée de la maladie à virus Ebola",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&cstart=100&pagesize=100&citation_for_view=KFLFnasAAAAJ:fPk4N6BV_jEC,S Bourdin,,
Aménagement du territoire,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&cstart=100&pagesize=100&citation_for_view=KFLFnasAAAAJ:u_35RYKgDlwC,"M Abadie, D Béhar, C Bernard, S Bourdin, S Cordobes, S Dartois, ...",,
BIG BANG TERRITORIAL,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&cstart=100&pagesize=100&citation_for_view=KFLFnasAAAAJ:2P1L_qKh6hAC,S Bourdin,,
"Territoires européens: régions, États, Union Les défis de la future politique régionale européenne 2014-2020: on prend les mêmes et on recommence?",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&cstart=100&pagesize=100&citation_for_view=KFLFnasAAAAJ:KlAtU1dfN6UC,S Bourdin,,
,,,,
